Date,Name,Year,Letterboxd URI,Rating,Tags,Watched Date
2015-02-06,Frank,2014,https://letterboxd.com/jacobworrel/film/frank-2014/,1.5,,2015-02-05
2015-02-08,Paradise: Hope,2013,https://letterboxd.com/jacobworrel/film/paradise-hope/,3.5,,2015-02-07
2015-02-09,Coherence,2013,https://letterboxd.com/jacobworrel/film/coherence/,3.5,,2015-02-08
2015-02-10,Megamind,2010,https://letterboxd.com/jacobworrel/film/megamind/,3,,2015-02-09
2015-02-15,"Two Days, One Night",2014,https://letterboxd.com/jacobworrel/film/two-days-one-night/,4,,2015-02-13
2015-02-15,There's Always Tomorrow,1956,https://letterboxd.com/jacobworrel/film/theres-always-tomorrow/,3.5,,2015-02-14
2015-02-16,Listen Up Philip,2014,https://letterboxd.com/jacobworrel/film/listen-up-philip/,4,,2015-02-15
2015-02-16,Only Lovers Left Alive,2013,https://letterboxd.com/jacobworrel/film/only-lovers-left-alive/,2,,2015-02-15
2015-02-17,Chef,2014,https://letterboxd.com/jacobworrel/film/chef/,3,,2015-02-16
2015-02-22,Ida,2013,https://letterboxd.com/jacobworrel/film/ida/,2.5,,2015-02-21
2015-02-23,Modern Romance,1981,https://letterboxd.com/jacobworrel/film/modern-romance/,2.5,,2015-02-22
2015-02-26,Hannah Takes the Stairs,2007,https://letterboxd.com/jacobworrel/film/hannah-takes-the-stairs/,2.5,,2015-02-25
2015-02-27,Citizenfour,2014,https://letterboxd.com/jacobworrel/film/citizenfour/,3.5,,2015-02-26
2015-03-02,Birdman,2014,https://letterboxd.com/jacobworrel/film/birdman/,2.5,,2015-03-01
2015-03-05,The Forest for the Trees,2003,https://letterboxd.com/jacobworrel/film/the-forest-for-the-trees/,4,,2015-03-03
2015-03-08,It's a Disaster,2012,https://letterboxd.com/jacobworrel/film/its-a-disaster/,2.5,,2015-03-06
2015-03-08,Chappie,2015,https://letterboxd.com/jacobworrel/film/chappie/,5,,2015-03-07
2015-03-08,Kingsman: The Secret Service,2014,https://letterboxd.com/jacobworrel/film/kingsman-the-secret-service/,3,,2015-03-07
2015-03-14,Cropsey,2010,https://letterboxd.com/jacobworrel/film/cropsey/,3.5,,2015-03-13
2015-03-16,The Iron Giant,1999,https://letterboxd.com/jacobworrel/film/the-iron-giant/,3,,2015-03-14
2015-03-16,The Jinx: The Life and Deaths of Robert Durst,2015,https://letterboxd.com/jacobworrel/film/the-jinx-the-life-and-deaths-of-robert-durst/,4,,2015-03-15
2015-03-31,Spanking the Monkey,1994,https://letterboxd.com/jacobworrel/film/spanking-the-monkey/,3,,2015-03-30
2015-03-31,The Mortal Storm,1940,https://letterboxd.com/jacobworrel/film/the-mortal-storm/,3.5,,2015-03-30
2015-04-01,Going Clear: Scientology and the Prison of Belief,2015,https://letterboxd.com/jacobworrel/film/going-clear-scientology-and-the-prison-of-belief/,3,,2015-03-30
2015-04-06,Being Elmo: A Puppeteer's Journey,2011,https://letterboxd.com/jacobworrel/film/being-elmo-a-puppeteers-journey/,2.5,,2015-04-04
2015-04-10,The Descent,2005,https://letterboxd.com/jacobworrel/film/the-descent/,2.5,,2015-04-09
2015-04-13,Lincoln,2012,https://letterboxd.com/jacobworrel/film/lincoln/,2.5,,2015-04-12
2015-04-19,Li'l Quinquin,2014,https://letterboxd.com/jacobworrel/film/lil-quinquin/,3.5,,2015-04-18
2015-04-19,Walk the Line,2005,https://letterboxd.com/jacobworrel/film/walk-the-line/,4,,2015-04-18
2015-05-02,Fed Up,2014,https://letterboxd.com/jacobworrel/film/fed-up-2014/,2.5,,2015-04-29
2015-05-03,Bottle Rocket,1996,https://letterboxd.com/jacobworrel/film/bottle-rocket-1996/,3.5,,2015-05-02
2015-05-04,Whitey: United States of America v. James J. Bulger,2014,https://letterboxd.com/jacobworrel/film/whitey-united-states-of-america-v-james-j-bulger/,2.5,,2015-05-02
2015-05-07,Bird People,2014,https://letterboxd.com/jacobworrel/film/bird-people/,2.5,,2015-05-03
2015-05-07,Showrunners: The Art of Running a TV Show,2014,https://letterboxd.com/jacobworrel/film/showrunners-the-art-of-running-a-tv-show/,2,,2015-05-03
2015-05-07,The Overnighters,2014,https://letterboxd.com/jacobworrel/film/the-overnighters/,3,,2015-05-06
2015-05-12,Click,2006,https://letterboxd.com/jacobworrel/film/click/,3.5,,2015-05-10
2015-05-17,Magic in the Moonlight,2014,https://letterboxd.com/jacobworrel/film/magic-in-the-moonlight/,3,,2015-05-15
2015-05-17,Mad Max: Fury Road,2015,https://letterboxd.com/jacobworrel/film/mad-max-fury-road/,4,,2015-05-16
2015-05-18,Saturday Night Fever,1977,https://letterboxd.com/jacobworrel/film/saturday-night-fever/,3.5,,2015-05-16
2015-05-25,La Haine,1995,https://letterboxd.com/jacobworrel/film/la-haine/,4.5,,2015-05-23
